CHR,GAIN,AMPLI,LOSS,LOH
5p,99.86,0,0,6.8
6p,0,0,0,6.22
7p,98.54,0,0,0
8p,98.96,0,0.56,0
9p,0,0,0,82.95
10p,0,0,0,0
11p,96.75,0,0,0
12p,98.99,0,0,0
16p,98.57,0,0,16.91
17p,100,0,0,0
18p,97.74,0,0,0
19p,0,0,0,0
20p,99.96,0,0,0
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,4.3,0,0,0
1q,100,0,0,0
2q,99.77,0,0,0
3q,98.81,0,0,0
4q,99.29,0,0,0
5q,98.74,0,0,0
6q,0,0,0,0
7q,98.76,0,0,0
8q,99.97,0,0,6.24
9q,0,0,0,96.12
10q,0,0,0,0
11q,99.51,0,0,7.06
12q,98.68,0,0,6.18
13q,96.73,0,0,2.65
14q,0,0,1.39,3.05
15q,0,0,0,0
16q,99.67,0,0,0
17q,99.89,0,0,5.29
18q,98.19,0,0,0
19q,0,0,0,9.2
20q,98.26,0,0,0
21q,98.79,0,0,0
22q,96.07,0,0,0
Yq,0,0,0,0
Xq,0.26,0,0,0
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,3.39
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,18.43,0,0,0
8p,0,0,0.6,0
9p,0,0,0,0
10p,0,0,0,6.84
11p,0,0,0,6.98
12p,70.12,0,0,0
16p,0,0,0,13.16
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,55.48,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,87.79,0,0,18.33
1q,0,0,0,0
2q,0,0,0,1.7
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,0
7q,6.5,0,16.98,0
8q,92.03,0,0,0
9q,0,0,0,0
10q,0,0,0,4.23
11q,0,0,0.32,0
12q,0,0,0,3.39
13q,65.73,0,0,0
14q,0,0,15.38,2.85
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,3.29,0,0,0
19q,0,0,0,0
20q,30.31,0,0,0
21q,0,0,0,0
22q,0.14,0,0,0
Yq,0,0,0,0
Xq,93.68,0,0,10.75
1p,0.04,0,8.44,0
2p,99.56,0,0,0
3p,0,0,0,4.68
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,0,0,0.47,0
8p,0,0,0,0
9p,75.4,0,19.57,34.48
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,42.35,0
16p,0,0,0,9.84
17p,0,0,0,0
18p,100,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,2.03,0,0,21.33
1q,97.86,0,0,0
2q,0,0,16.33,0
3q,0,0,0,0
4q,0,0,0.24,0
5q,30.06,0,0,0
6q,0,0,0,0
7q,0,0,0,0
8q,0,0,0,0
9q,0,0,0,14.21
10q,0,0,0,2.78
11q,0,0,42.48,0
12q,0,0,0,2.78
13q,0.23,0,0,0
14q,0,0,0,0
15q,0,0,0.38,0
16q,0,0,0,0
17q,96.16,0,0,0
18q,99.95,0,0,0
19q,0,0,0,0
20q,0.76,0,0,0
21q,0,0,0,0
22q,10.15,0,0,0
Yq,0,0,0,0
Xq,0,0,0,5.86
1p,1.3,0,4.33,0
2p,98.28,0,0,5.61
3p,14.4,0,10.98,83.32
4p,0,0,0,0
5p,99.81,0,0,0
6p,100,0,0,24.6
7p,94.82,0,0,0
8p,0,0,0.61,97.08
9p,74.44,0,13.37,8.33
10p,0,0,0,0
11p,99.35,0,0,0
12p,99.7,0,0,0
16p,11.47,0,0,0
17p,85.89,0,0,0
18p,100,0,0,0
19p,0,0,0,100
20p,97.07,0,0,0
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,100,0,0,24.75
1q,99.15,0,0,12.35
2q,0,0,0,100
3q,78.48,0,0,3.29
4q,99.91,0,0,2.23
5q,1.65,0,0.52,95.16
6q,100,0,0,3.47
7q,46.3,0,0,48.55
8q,98.08,0,0,0
9q,0.43,0,0.27,0
10q,96.68,0,0,41.09
11q,18.12,0,0,76.52
12q,99.99,0,0,0
13q,5.9,0,3.33,34.46
14q,81.06,0,0,73.64
15q,48.88,0,0,11.02
16q,100,0,0,0
17q,66.07,0,0,36.62
18q,99.99,0,0,0
19q,99.97,0,0,0
20q,99.81,0,0,0
21q,1.8,0,0,0
22q,0.82,0,0.33,0
Yq,0,0,0,0
Xq,99.97,0,0,5.47
1p,0,0,21.6,0
2p,0.35,0,0.63,0
3p,1.01,0,4.29,0
4p,0.64,0,0,0
5p,0,0,0,0
6p,0.93,0,1.24,0
7p,0,0,0,0
8p,0,0,91.42,0
9p,0,0,80.51,0
10p,0,0,0,0
11p,0,0,1.06,0
12p,0,0,0,0
16p,0,0,3.93,9.66
17p,0,0,0.33,14.61
18p,1.69,0,0,0
19p,0,0,0.09,100
20p,0,0,6.38,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0.4,0,0,6.26
1q,93.37,0,0,0
2q,0,0,0,0
3q,2.45,0,68.09,0
4q,0.46,0,0,0
5q,0,0,0.5,2.17
6q,0.5,0,0.52,0
7q,0,0,0.2,0
8q,80.96,0,0,0
9q,1.15,0,0,0
10q,0.29,0,0.55,0
11q,0.07,0,0.24,0
12q,0.75,0,0.11,0
13q,0.29,0,1.12,3.43
14q,0.15,0,1.63,0
15q,2.18,0,1.41,0
16q,0.6,0,0,0
17q,0.26,0,0.27,0
18q,1.16,0,1.01,0
19q,97.44,0,0,0
20q,0.92,0,0.81,0
21q,0.83,0,0.74,0
22q,1.07,0,1.32,0
Yq,0,0,0,0
Xq,0.31,0,0,2.71
1p,0,0,0,0
2p,27.68,0,0,0
3p,0,0,0,0
4p,20.67,0,0,0
5p,48.01,0,0,0
6p,1.98,0,0,0
7p,62.9,0,0,0
8p,0.6,0,0,0
9p,0,0,72.19,0
10p,0,0,0,0
11p,0,0,0,5.08
12p,22.3,0,0,0
16p,75.31,0,0,13.41
17p,7.3,0,0,14.85
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,20.43
1q,6.23,0,0,12.58
2q,0,0,0,0
3q,0,0,52.21,0
4q,3.34,0,0,0
5q,23.49,0,0,0
6q,0,0,0,0
7q,34.12,0,0,0
8q,44.81,0,0,0
9q,0,0,0,0
10q,0,0,0,0
11q,0,0,0,0
12q,0,0,0,0
13q,0,0,0,0
14q,0,0,0,4.01
15q,0,0,0,0
16q,0,0,0,6.9
17q,5.81,0,8.97,22.91
18q,0,0,0,0
19q,0,0,0,0
20q,30.04,0,38.31,0
21q,0,0,0,0
22q,0,0,0.12,0
Yq,0,0,0,0
Xq,56.72,0,0,10.66
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,2.93
4p,0,0,75.04,0
5p,0,0,0,0
6p,0,0,0,5.9
7p,34.56,0,0,60.04
8p,0,0,99.66,0
9p,0,0,69.55,0
10p,0,0,97.97,0
11p,0,0,4.02,12.19
12p,0,0,0,0
16p,64.8,0,28.22,0
17p,2.46,0,97.47,0
18p,0,0,0,0
19p,0,0,0,0
20p,20.38,0,79.25,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,2.38
2q,0,0,0,2.19
3q,1.38,0,0,0
4q,0,0,0,2.31
5q,0,0,0,2.94
6q,0,0,56.32,0
7q,100,0,0,2.63
8q,53.48,0,5.87,0
9q,0.52,0,0,0
10q,0,0,0,0
11q,0,0,100,0
12q,8.79,0,33.66,3.22
13q,0.34,0,0,0
14q,0,0,10.4,6.55
15q,0,0,0,0
16q,0,0,100,0
17q,76.34,0,19.85,10.23
18q,0,0,0,0
19q,3.33,0,96.58,0
20q,20.26,0,65.81,0
21q,37.16,0,43.89,18.95
22q,42.02,0,0.12,0
Yq,0,0,0,0
Xq,0,0,14.02,0
1p,0,0,28.38,0
2p,0,0,7.19,0
3p,0,0,40.25,0
4p,0,0,0,0
5p,0,0,0,0
6p,4.48,0,0,9.06
7p,0,0,0,0
8p,11.52,0,77.48,0
9p,0,0,100,0
10p,0,0,0,0
11p,0,0,3.3,0
12p,0,0,0,0
16p,0,0,0.3,10.48
17p,0,0,99.89,0
18p,0,0,100,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,10.69
1q,99.12,0,0,0
2q,0,0,6.43,0
3q,0,0,0.25,0
4q,0,0,0.19,0
5q,0,0,0,0
6q,0,0,100,0
7q,0,0,1.04,0
8q,0.19,0,1.11,0
9q,0,0,99.98,0
10q,2.05,0,0,3.14
11q,2.63,0,70.71,0
12q,0,0,50.63,0
13q,0.1,0,0,0
14q,0,0,0,0
15q,0.73,0,1.12,4.99
16q,0,0,74.47,0
17q,67.14,0,0,81.06
18q,0,0,99.93,0
19q,0,0,0,0
20q,6.88,0,0,0
21q,0,0,0,0
22q,1.61,0,0.13,0
Yq,0,0,0,0
Xq,0.21,0,0,3.56
1p,99.71,0,0,0
2p,0,0,0,97.8
3p,0,0,57.65,0
4p,0,0,0,100
5p,99.83,0,0,0
6p,54.13,0,0,90.11
7p,99.96,0,0,0
8p,99.01,0,0.56,97.08
9p,0.09,0,0,0
10p,0,0,0,100
11p,99.94,0,0,7.58
12p,3.49,0,0,0
16p,92.34,0,7.59,100
17p,99.93,0,0,0
18p,99.81,0,0,0
19p,99.9,0,0,100
20p,99.85,0,0,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,99.27,0,0,0
1q,100,0,0,0
2q,0,0,0,97.58
3q,99.97,0,0,0
4q,0,0,0,99.92
5q,99.77,0,0,0
6q,0,0,0,100
7q,99.97,0,0,0
8q,99.79,0,0,96.59
9q,4.26,0,0,0
10q,0.07,0,0,99.99
11q,99.07,0,0,0
12q,0,0,0,0
13q,94.21,0,0,3.1
14q,98.8,0,0,0
15q,0,0,0,96.65
16q,99.96,0,0,100
17q,98.76,0,0,0
18q,99.99,0,0,0
19q,99.67,0,0,99.97
20q,99.81,0,0,0
21q,81.94,0,17.89,100
22q,0,0,0.12,100
Yq,0,0,0,0
Xq,99.64,0,0,12.16
1p,4.43,0,15.29,99.69
2p,87.35,0,0,0
3p,6.88,0,0,97.56
4p,3.15,0,0,5.51
5p,36.82,0,0,0
6p,99.95,0,0,6.3
7p,2.18,0,0,0
8p,26.01,0,16.77,70.34
9p,95.1,0,0,0
10p,76.98,0,7.76,30.5
11p,6.98,0,0,100
12p,29.76,0,0,0
16p,9.87,0,19.03,100
17p,0,0,48.82,50.99
18p,21.17,0,0,0
19p,41.9,0,30.95,0
20p,57.65,0,0,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,16.22,0,78.47,13.72
1q,97.42,0,0,95.02
2q,91.98,0,0,0
3q,31.71,0,0.26,35.67
4q,35.12,0,12.17,9.83
5q,5.48,0,0.74,2.52
6q,99.22,0,0,3.94
7q,79.34,0,2.07,8.59
8q,78.21,0,0,4.73
9q,1.36,0,4.41,96.12
10q,94.67,0,0,38.85
11q,81.13,0,0,98.21
12q,95.62,0,0,9.5
13q,97.85,0,0,6.45
14q,28.34,0,2.46,98.92
15q,16.18,0,0.15,4.65
16q,9.34,0,0.39,100
17q,5.87,0,1.53,93.98
18q,0,0,0.49,4.24
19q,99.89,0,0,0
20q,33.39,0,0,19.73
21q,6.87,0,54.15,45.85
22q,45.11,0,0,58.47
Yq,0,0,0,0
Xq,2.11,0,0,100
1p,0.03,0,0.25,0
2p,5.3,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,4.83
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,6.91
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,0,7.57
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,1.52,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,1.88
5q,0,0,0,0
6q,0,0,0,0
7q,0,0,0,0
8q,0,0,0,0
9q,0,0,6.38,0
10q,0,0,0,2.8
11q,0.06,0,0,0
12q,0,0,0,0
13q,0.35,0,0,0
14q,0,0,0,0
15q,0.74,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0.15,0
20q,0,0,0,0
21q,0,0,0,0
22q,0.16,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0.09,0,0,0
2p,0,0,0,0
3p,0,0,0,3.02
4p,0,0,14.79,16.43
5p,0,0,0,0
6p,1.18,0,0,0
7p,98.94,0,0,0
8p,0,0,0.61,0
9p,0,0,95.04,82.95
10p,0,0,100,100
11p,0,0,0,0
12p,0,0,78.61,76.01
16p,0,0,22.22,39.77
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,99.81
1q,0,0,0.77,0
2q,0,0,0.53,4.27
3q,0,0,3.77,4.46
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,93.98,95.61
7q,100,0,0,0
8q,0,0,0,5.04
9q,0,0,0,0
10q,0,0,100,99.99
11q,0.7,0,0,0
12q,0,0,0,2.75
13q,0,0,3.13,5.11
14q,0,0,98.92,98.92
15q,0,0,0,3.55
16q,0,0,0,0
17q,0.17,0,0.5,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,99.99,100
Yq,0,0,0,0
Xq,0,0,0,100
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,5.84
6p,0,0,0,4.47
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,0,0
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,0
5q,0.24,0,0,0
6q,0,0,0,0
7q,0.01,0,0,2.99
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,0,0
11q,0,0,0,0
12q,0,0,0,0
13q,0.08,0,0,0
14q,0,0,0,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,4.66
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0,0,0,2.66
2p,0,0,0,3.17
3p,0,0,0,2.98
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,0,11.26
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,3.66
7q,0,0,0,0
8q,1.53,0,0,0
9q,0,0,0,0
10q,0,0,0,0
11q,2.94,0,0,0
12q,0,0,0,0
13q,0,0,0,0
14q,0,0,0.62,0
15q,0.08,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0.29,0,0.12,0
Yq,0,0,0,0
Xq,0.27,0,0,8.5
1p,0,0,0,0
2p,0.55,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,0
6p,0.54,0,1.63,0
7p,95.82,0,0,0
8p,0,0,0,0
9p,0,0,90.45,0
10p,0,0,96.65,0
11p,0,0,0,7.06
12p,0,0,0,0
16p,6.83,0,0,0
17p,1.71,0,1.24,0
18p,0,0,0,0
19p,1.56,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0.29,0,0,0
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,97.29,0
7q,100,0,0,0
8q,0.29,0,0,0
9q,0,0,0,0
10q,0,0,97.6,0
11q,0,0,0,0
12q,0,0,0,0
13q,0,0,0,0
14q,0,0,98.92,0
15q,0,0,54.48,0
16q,0,0,0,0
17q,0.68,0,0.04,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,7.74
21q,2.31,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0.26,0,0,0
1p,77.85,0,0,22.56
2p,99.19,0,0,0
3p,29.32,0,11.88,77.19
4p,98.5,0,0,0
5p,8.04,0,0,24.37
6p,46.4,0,0,0
7p,29.78,0,0,70.12
8p,38.14,0,54.1,0
9p,100,0,0,0
10p,100,0,0,0
11p,34.77,0,53.2,0
12p,65.63,0,0,0
16p,73.48,0,0,11.19
17p,0,0,35.89,99.89
18p,0,0,0,99.9
19p,80.49,0,0,100
20p,99.95,0,0,0
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,91.89,0,0,16.09
1q,99.73,0,0,0
2q,75.37,0,0,0
3q,68.02,0,0,0
4q,20.9,0,0,78.94
5q,66.9,0,0,87.32
6q,74.26,0,0,28.17
7q,99.7,0,0,0
8q,67.33,0,0,0
9q,99,0,0,32.39
10q,28.69,0,0,71.13
11q,14.33,0,0,0
12q,97.93,0,0,0
13q,24.75,0,0.28,79.97
14q,47.92,0,43.51,7.2
15q,99.06,0,0,0
16q,53.27,0,12.7,50.27
17q,0.69,0,0,100
18q,0,0,29.1,71.29
19q,42.5,0,0,93.96
20q,82.8,0,0,0
21q,80.2,0,0.78,28.5
22q,52,0,0.86,99.55
Yq,0,0,0,0
Xq,79.31,0,0,2.76
1p,4.06,0,2.13,0
2p,14.58,0,0,0
3p,20.64,0,0,3.03
4p,0,0,0,0
5p,0,0,5.45,0
6p,32.39,0,0.92,0
7p,0,0,4.98,0
8p,0,0,99.61,0
9p,14.02,0,0,5.55
10p,77.32,0,17.71,0
11p,0,0,3.87,0
12p,9.22,0,88.78,0
16p,100,0,0,8.41
17p,0,0,99.89,0
18p,0,0,0,0
19p,100,0,0,0
20p,0,0,97.28,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,100,0
1q,94.09,0,2.41,3.24
2q,7.46,0,10,2.02
3q,40.25,0,0,0
4q,3.78,0,4.66,0
5q,5.34,0,0,0
6q,4.61,0,4.55,0
7q,4.12,0,4.3,2.94
8q,99.51,0,0,2.73
9q,17.49,0,2.26,0
10q,54.74,0,7.06,42.72
11q,5.41,0,19.81,16.99
12q,14.13,0,1.49,0
13q,0,0,23.68,0
14q,22.75,0,0.1,0
15q,1.22,0,51.47,0
16q,0,0,95.19,0
17q,10.55,0,0,0
18q,0,0,0,0
19q,99.1,0,0,0
20q,0,0,0,0
21q,15.28,0,8.8,0
22q,0,0,99.97,0
Yq,0,0,0,0
Xq,0,0,83.75,15.95
1p,43.71,0,0,55.74
2p,100,0,0,0
3p,0,0,0.37,100
4p,100,0,0,0
5p,0,0,0,0
6p,100,0,0,0
7p,99.89,0,0,0
8p,2.28,0,67.98,15.61
9p,0,0,0,82.95
10p,61.36,0,0,0
11p,99.44,0,0,0
12p,0,0,0,99.63
16p,50.54,0,0.56,0
17p,80.13,0,0,67.72
18p,99.9,0,0,0
19p,8.07,0,16.95,82.95
20p,99.79,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,99.34,0,0.58,11.23
1q,98.73,0,0.77,0
2q,99.69,0,0,1.92
3q,74.9,0,0.63,2.52
4q,94.6,0,0,0
5q,99.15,0,0,97.66
6q,99.85,0,0,0
7q,98.24,0,0,3.58
8q,6.63,0,0.36,0
9q,98.13,0,0,0
10q,100,0,0,0
11q,96.06,0,0,6.02
12q,81.84,0,6.04,12.7
13q,53.06,0,0,0
14q,24.5,0,0,45.11
15q,65.64,0,0,0
16q,20.53,0,0,0
17q,100,0,0,0
18q,13.15,0,0,4.94
19q,99.95,0,0,96.71
20q,100,0,0,0
21q,0,0,0,100
22q,0,0,0.12,100
Yq,0,0,0,0
Xq,100,0,0,21.66
1p,0,0,98.97,0
2p,0,0,0,0
3p,0,0,100,0
4p,0,0,99.9,0
5p,0.14,0,20.13,0
6p,0,0,99.31,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,3.44,6.08
10p,0,0,0,0
11p,0,0,0,33.74
12p,0,0,99.65,0
16p,0,0,100,0
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,98.3,0,0,0
2q,0.16,0,0,0
3q,0,0,99.59,0
4q,0,0,99.92,0
5q,0,0,9.29,0
6q,0,0,82.66,0
7q,0,0,0,0
8q,0,0,0,2.86
9q,0,0,0,0
10q,0,0,0,3.17
11q,0,0,0.33,0
12q,0,0,100,0
13q,0.08,0,0.16,0
14q,0.92,0,0,0
15q,0,0,99.79,0
16q,0,0,99.02,0
17q,0,0,0,0
18q,0,0,0.59,0
19q,0,0,0,0
20q,0,0,1.38,0
21q,0,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,0.23,0,0,0
2p,25.7,0,29.28,29.49
3p,0,0,98.51,0
4p,100,0,0,12.92
5p,0,0,99.94,0
6p,99.08,0,0,0
7p,90.19,0,9.76,99.98
8p,18.06,0,0,80.25
9p,0,0,0,82.95
10p,0,0,100,0
11p,59.14,0,0,0
12p,74.7,0,0,0
16p,22.42,0,27.04,69.31
17p,0,0,0,99.89
18p,0,0,97.6,99.9
19p,99.37,0,0.19,17.72
20p,0,0,0,46.62
21p,0,0,0,0
Yp,0,0,0,0
Xp,87.87,0,0,0
1q,0,0,0,0
2q,0,0,13.98,93.38
3q,0,0,3.6,100
4q,6.76,0,30.35,91.06
5q,0.73,0,87.14,14.28
6q,36.59,0,63.1,0
7q,0,0,100,0
8q,99.42,0,0,0
9q,0,0,12.45,96.12
10q,0,0,99.99,0
11q,71.49,0,0.41,0
12q,80.34,0,0,2.76
13q,0,0,100,0
14q,70.74,0,0,98.92
15q,27.86,0,41.16,45.34
16q,0,0,57.29,100
17q,62.36,0,0,100
18q,0,0,29.71,97.66
19q,56.32,0,0,76.56
20q,0,0,0,91.74
21q,96.77,0,0,0
22q,0,0,99.97,0
Yq,0,0,0,0
Xq,99.95,0,0,0
1p,0.04,0,99.93,0
2p,1.19,0,0.02,0
3p,0.59,0,0.02,0
4p,12.36,0,0,0
5p,1.1,0,0,0
6p,2.44,0,0.21,0
7p,0,0,0.53,0
8p,0,0,0,0
9p,0,0,0,65.83
10p,0,0,0,0
11p,2.57,0,0.28,0
12p,0,0,0,0
16p,0.74,0,0.27,7.79
17p,0,0,0,0
18p,0,0,0,0
19p,1.02,0,0.38,10.98
20p,1.06,0,1.61,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,4.97,0,0,0
1q,0.58,0,3.63,0
2q,0,0,0,1.98
3q,0,0,0,2.41
4q,0,0,0,0
5q,0.09,0,0.31,2.43
6q,0.18,0,0.22,2.54
7q,0.21,0,0,0
8q,2.21,0,0,3.44
9q,1.99,0,0.91,0
10q,2.52,0,0.45,0
11q,0.73,0,1.72,3.92
12q,0,0,0,3.6
13q,0.63,0,0.28,0
14q,0.74,0,1.32,4.93
15q,1.5,0,2.24,0
16q,0,0,0,0
17q,0.44,0,0.39,0
18q,1.47,0,1.3,0
19q,0,0,99.97,0
20q,1.75,0,1.28,0
21q,2.25,0,0,0
22q,10.65,0,0,0
Yq,0,0,0,0
Xq,0.26,0,0,0
1p,0.17,0,0,3.12
2p,0.07,0,0,0
3p,100,0,0,2.8
4p,98.74,0,0,0
5p,19.39,0,68.35,0
6p,0,0,0.45,0
7p,0,0,99.67,0
8p,0.66,0,6.06,19.67
9p,0,0,54.06,19.23
10p,0,0,0,6.89
11p,1.78,0,0,0
12p,0,0,0,0
16p,0.14,0,0,23.66
17p,0,0,0,85.82
18p,0,0,0,0
19p,0,0,49.74,44.97
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,21.94,0,0,0
1q,0,0,0,0
2q,23.56,0,0,1.93
3q,99.94,0,0,3.03
4q,3.65,0,11.93,17.25
5q,0,0,0,24.4
6q,0,0,0,0
7q,0,0,0,0
8q,1.93,0,0,2.73
9q,0,0,0,0
10q,2.39,0,0,0
11q,0,0,0.28,0
12q,18.94,0,0,0
13q,0,0,1.94,0
14q,0,0,86.55,4.95
15q,0,0,0,0
16q,0,0,0,0
17q,0.56,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,3.44,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,7.35,0,0,0
1p,15.18,0,1.89,22.43
2p,0,0,0,0
3p,0,0,0.21,3.12
4p,0.1,0,78.68,0
5p,3.1,0,20.58,0
6p,26.23,0,0,0
7p,89.08,0,0,0
8p,85.34,0,0.61,0
9p,89.18,0,1.39,0
10p,89.17,0,0,0
11p,0,0,0,6.99
12p,93.28,0,0,0
16p,1.98,0,60.06,9.47
17p,0,0,0,93.44
18p,62.19,0,0,36.65
19p,7.48,0,8.67,32
20p,2.13,0,86.62,0
21p,0,0,85.12,0
Yp,0,0,99.93,0
Xp,4.39,0,0,0
1q,57.34,0,13.45,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,99.61,0
5q,0,0,87.85,0
6q,93.47,0,0,0
7q,90.27,0,0,0
8q,93.72,0,0,0
9q,98.32,0,0,0
10q,5.69,0,70.31,3.06
11q,0,0,0,0
12q,0,0,0.11,0
13q,0.92,0,1.77,0
14q,59.39,0,31.31,0
15q,0.64,0,0,3.47
16q,0,0,0,0
17q,4.41,0,1.46,0
18q,1.69,0,91.69,0
19q,9.02,0,0,89.72
20q,28.33,0,0,0
21q,0,0,83,10.65
22q,0,0,0.12,75.09
Yq,0,0,100,0
Xq,4.01,0,0,0
1p,11.92,0,0.08,4.32
2p,0,0,3.96,3.66
3p,0.17,0,0,4.22
4p,1.89,0,0.58,0
5p,95.77,0,0,0
6p,0,0,6.33,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,25.28,10.89
10p,0,0,4.09,0
11p,2.49,0,1.69,7.95
12p,99.7,0,0,0
16p,90.81,0,0,9.66
17p,0,0,99.09,0
18p,0,0,0,0
19p,0,0,2.18,0
20p,0,0,6.54,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,2.78,0,0.73,7.17
1q,0,0,0,6.05
2q,0,0,1.37,3.17
3q,0.55,0,1.77,0
4q,0,0,0,1.88
5q,8.3,0,19.94,60.89
6q,0,0,67.44,0
7q,8.74,0,8.1,0
8q,0,0,0,0
9q,0,0,0.09,0
10q,0,0,1.37,10.95
11q,11.03,0,46.83,4.01
12q,9.87,0,1.01,0
13q,4.84,0,4.07,2.69
14q,0.32,0,3.78,0
15q,0.44,0,1.33,6.33
16q,0,0,0,0
17q,0,0,0.48,9.71
18q,0,0,6.69,10.89
19q,0,0,0,0
20q,1.48,0,0.99,8.81
21q,3.07,0,3.22,0
22q,0,0,0.75,0
Yq,0,0,0,0
Xq,34.7,0,0.02,11.2
1p,13.71,0,0.03,98.35
2p,100,0,0,97.8
3p,13.82,0,0,86.15
4p,96.16,0,0,0
5p,97.97,0,0,0
6p,36.1,0,61.03,9.81
7p,99.33,0,0,0
8p,16.24,0,67.68,0
9p,33.67,0,0,82.95
10p,96.52,0,0,0
11p,0.54,0,2.29,100
12p,99.7,0,0,0
16p,98.36,0,0,12.41
17p,36.91,0,60.05,30.07
18p,93.11,0,0,99.9
